,词语,情感分类,得分
8171,孝敬,PD,3.0
8172,贵姓,PD,3.0
8173,专诚,PD,0.0
8174,敬畏,PD,0.0
8175,伟大,PH,5.0
8176,企慕,PD,7.0
8177,拜服,PD,3.0
8178,畏服,PD,0.0
8179,名誉,PD,5.0
8180,千秋万岁,PK,5.0
8181,福寿无疆,PK,5.0
8182,福齐南山,PK,3.0
8183,吉人天相,PK,3.0
8184,依从,PD,3.0
8185,英烈,PD,5.0
8186,拜访,PD,3.0
8187,拜识,PD,5.0
8188,名正言顺,PE,3.0
8189,对得住,PE,1.0
8190,一团和气,PE,1.0
8191,洒脱,PH,3.0
8192,衾影无愧,PE,5.0
8193,举止自若,PE,3.0
8194,慰藉,PE,0.0
8195,安外,PE,5.0
8196,挂虑,PF,
8197,驰思,PF,0.0
8198,念旧,PF,0.0
8199,企足矫首,PK,0.0
8200,朝闻夕死,PF,9.0
8201,守信,PG,3.0
8202,头头是道,PH,3.0
8203,无可辩驳,NN,-5.0
8204,爱惜,PB,7.0
8205,宝库,PH,7.0
8206,波澜壮阔,PH,3.0
8207,超群,PH,9.0
8208,冲锋陷阵,PH,3.0
8209,豪迈,PH,7.0
8210,催人奋进,PH,5.0
8211,宏愿,PK,7.0
8212,矢志,PK,7.0
8213,辉煌,PH,7.0
8214,渐进,PH,1.0
8215,精益求精,PH,7.0
8216,克勤克俭,PH,5.0
8217,大公无私,PH,7.0
8218,典范,PH,7.0
8219,非凡,PH,9.0
8220,赴汤蹈火,PH,7.0
8221,高瞻远瞩,PH,7.0
8222,魁梧,PH,3.0
8223,老当益壮,PH,7.0
8224,伶俐,PH,5.0
8225,埋头苦干,PH,5.0
8226,柔情,PB,5.0
8227,勃发,PH,5.0
8228,自若,PH,3.0
8229,谨慎,PH,5.0
8230,审慎,PH,5.0
8231,靡丽,PH,5.0
8232,娇艳,PH,5.0
8233,风趣,PH,3.0
8234,澎湃,PH,3.0
8235,奇观,PH,
8236,谦和,PH,5.0
8237,勤恳,PH,5.0
8238,秋毫无犯,PH,5.0
8239,任劳任怨,PH,5.0
8240,勤奋好学,PH,5.0
8241,恩泽,PH,5.0
8242,聚精会神,PH,7.0
8243,折服,PH,0.0
8244,孝子,PH,5.0
8245,事半功倍,PH,3.0
8246,通顺,PH,3.0
8247,巍巍,PH,3.0
8248,稳重,PH,5.0
8249,犀利,PH,5.0
8250,响彻云霄,PH,7.0
8251,义正词严,PH,7.0
8252,涌现,PH,1.0
8253,幽美,PH,5.0
8254,斩钉截铁,PH,3.0
8255,忠诚,PH,5.0
8256,美德,PH,7.0
8257,仁义,PH,5.0
8258,狷介,PH,3.0
8259,爽直,PH,5.0
8260,脱俗,PH,7.0
8261,精忠,PH,7.0
8262,尽忠,PH,5.0
8263,诚朴,PH,5.0
8264,持重,PH,5.0
8265,好性儿,PH,5.0
8266,大丈夫,PH,5.0
8267,胆略,PH,5.0
8268,颖慧,PH,5.0
8269,忠顺,PH,5.0
8270,精诚,PH,5.0
8271,坚贞,PH,5.0
8272,公允,PH,5.0
8273,活泛,PH,5.0
8274,雄健,PH,5.0
8275,谨饬,PH,1.0
8276,专一,PH,5.0
8277,啧啧称羡,PH,7.0
8278,经心,NE,-5.0
8279,洪大,PH,1.0
8280,甜润,PH,5.0
8281,坚忍,PH,5.0
8282,纤尘不染,PH,5.0
8283,救死扶伤,PH,7.0
8284,团体精神,PH,5.0
8285,活波,PH,3.0
8286,作善降祥,PH,5.0
8287,情坚金石,PH,5.0
8288,全神贯注,PH,7.0
8289,警觉,PH,3.0
8290,传神,PH,3.0
8291,工整,PH,3.0
8292,均匀,PH,0.0
8293,明智,PH,5.0
8294,强壮,PH,5.0
8295,全面,PH,5.0
8296,稳固,PH,0.0
8297,新颖,PH,5.0
8298,匀称,PH,5.0
8299,清澈,PH,3.0
8300,严细,PH,0.0
8301,迅捷,PH,5.0
8302,徐徐,PH,1.0
8303,悍将,PH,3.0
8304,英雄汉,PH,7.0
8305,公事公办,PH,3.0
8306,廉正无私,PH,5.0
8307,搭救,PH,5.0
8308,救危排险,PH,5.0
8309,温暖如春,PH,3.0
8310,赞颂,PH,5.0
8311,摩登,PH,5.0
8312,姣好,PH,3.0
8313,花枝招展,PH,0.0
8314,娇艳欲滴,PH,3.0
8315,光芒四射,PH,5.0
8316,丢卒保车,PH,5.0
8317,水米无交,PH,7.0
8318,肃贪倡廉,PH,5.0
8319,超凡脱俗,PH,7.0
8320,不俗,PH,5.0
8321,贞洁,PH,5.0
8322,一清二白,PH,5.0
8323,安定团结,PH,5.0
8324,鲜活,PH,3.0
8325,民富国强,PH,5.0
8326,无可挑剔,PH,7.0
8327,有声有色,PH,5.0
8328,势不可挡,PH,5.0
8329,彪炳史册,PH,9.0
8330,声震寰宇,PH,9.0
8331,叫座,PH,0.0
8332,物美价廉,PH,7.0
8333,醇香,PH,1.0
8334,顶呱呱,PH,7.0
8335,抢眼,PH,3.0
8336,超尘拔俗,PH,9.0
8337,堪称一绝,PH,9.0
8338,身手不凡,PH,7.0
8339,实打实,PH,3.0
8340,尽善尽美,PH,7.0
8341,独领风骚,PH,7.0
8342,独具一格,PH,3.0
8343,上口,PH,0.0
8344,恩同再造,PH,7.0
8345,昂奋,PA,0.0
8346,白净,PH,3.0
8347,褒美,PH,7.0
8348,宝剑,PH,7.0
8349,报谢,PH,3.0
8350,愤激,,0.0
8351,气不忿,,0.0
8352,忧愤,,-5.0
8353,愤慨,,0.0
8354,民愤,,0.0
8355,怒视,,0.0
8356,易怒,,0.0
8357,动气,,0.0
8358,大发雷霆,,0.0
8359,公愤,,0.0
8360,泄愤,,-3.0
8361,怒目,,0.0
8362,一刀两断,,-5.0
8363,三尸暴跳，七窍生烟,,0.0
8364,皇上拍桌子－盛怒,,0.0
8365,艴然不悦,,-3.0
8366,怒目而视,,-5.0
8367,声色俱厉,,-5.0
8368,热锅上的蒸笼－气到顶了,,0.0
8369,尸骨未寒,NB,0.0
8370,酸辛,NB,0.0
8371,伤感,NB,0.0
8372,哀叫,NB,0.0
8373,节哀,NB,0.0
8374,痛失,NB,0.0
8375,椎心泣血,NB,0.0
8376,无辜,NB,0.0
8377,痛切,NB,0.0
8378,忧戚,NB,0.0
8379,切肤之痛,NB,0.0
8380,啼哭,NB,0.0
8381,哀泣,NB,0.0
8382,泣不成声,NB,0.0
8383,泪汪汪,NB,0.0
8384,惜老怜贫,NB,1.0
8385,苦味,NB,0.0
8386,去日苦多,NB,0.0
8387,荒凉,NB,0.0
8388,星离云散,NB,0.0
8389,重温旧梦,NB,0.0
8390,孤单,NB,0.0
8391,食不下咽,NB,0.0
8392,触景商情,NB,0.0
8393,寡妇死了儿－哭得好伤心,NB,0.0
8394,板栗连壳吞下肚－千针万刺痛在心,NB,0.0
8395,钢针刺胸口－心痛,NB,0.0
8396,哑巴吃黄连－有苦说不出,NB,0.0
8397,有口难分,NB,0.0
8398,水深火热,NB,0.0
8399,哀求,PK,0.0
8400,发憷,NC,0.0
8401,骇异,NC,0.0
8402,恐怖,NC,0.0
8403,生怕,NC,0.0
8404,畏罪,NC,0.0
8405,慎重,PH,5.0
8406,屁滚尿流,NC,-9.0
8407,讳言,NC,0.0
8408,发毛咕,NC,0.0
8409,艰辛,NB,0.0
8410,魂飞天外,NC,0.0
8411,惶惶而不可终日,NC,0.0
8412,倾耳侧目,NC,0.0
8413,屈服,NC,-1.0
8414,暗算,ND,-3.0
8415,暴徒,ND,-7.0
8416,蚕食鲸吞,NN,-7.0
8417,丑剧,ND,-1.0
8418,勾结,ND,-3.0
8419,诡计,ND,-7.0
8420,荒淫,NN,-7.0
8421,打家劫舍,ND,-5.0
8422,毒害,ND,-7.0
8423,恶人,ND,-7.0
8424,逢迎,ND,-3.0
8425,狼心狗肺,ND,-7.0
8426,溜须拍马,ND,-3.0
8427,恶感,ND,-3.0
8428,憎恨,ND,0.0
8429,邪恶,ND,-9.0
8430,迫害,ND,-7.0
8431,无礼,NN,-5.0
8432,怨气,ND,0.0
8433,侵入,ND,-3.0
8434,曲意逢迎,NN,-5.0
8435,色厉内荏,ND,-3.0
8436,鄙视,ND,-7.0
8437,夙怨,ND,0.0
8438,屠杀,ND,-7.0
8439,妄想,NN,-3.0
8440,瘟神,ND,-5.0
8441,无恶不作,NN,-7.0
8442,兴妖作怪,NN,-7.0
8443,榨取,ND,-3.0
8444,罪大恶极,NN,-9.0
8445,小视,ND,-1.0
8446,嗤之以鼻,ND,-9.0
8447,薄情,NN,-3.0
8448,专断,NN,-3.0
8449,贪杯,NN,-3.0
8450,欺生,NN,-3.0
8451,奸笑,ND,-7.0
8452,潮湿,NN,-1.0
8453,乌鸦命－人人憎,NB,0.0
8454,千仇万恨,ND,-9.0
8455,过街老鼠,ND,-5.0
8456,怵心刿目,ND,-7.0
8457,狼狈不堪,ND,-5.0
8458,视而不见,ND,-5.0
8459,兔崽子,ND,-5.0
8460,党徒,ND,-3.0
8461,穷酸,ND,-3.0
8462,坏分子,NN,-5.0
8463,土棍,ND,-5.0
8464,魔头,ND,-5.0
8465,悍妇,ND,-5.0
8466,死心眼儿,ND,-3.0
8467,谣诼,ND,-5.0
8468,羊质虎皮,NN,-5.0
8469,暗淡,NN,-1.0
8470,不齿,ND,-3.0
8471,不悦,NE,0.0
8472,乏味,NE,-3.0
8473,怅惘,NE,0.0
8474,熬心,NE,-3.0
8475,逆耳,NE,-5.0
8476,颓丧,NE,-1.0
8477,愁眉苦脸,NE,0.0
8478,离愁,NE,-1.0
8479,懊丧,NE,0.0
8480,压抑,NE,0.0
8481,头痛,NE,0.0
8482,怄气,NE,0.0
8483,窘态,NE,0.0
8484,闹情绪,NE,0.0
8485,心病,NE,0.0
8486,俗不可耐,NN,-7.0
8487,逼迫,NE,-5.0
8488,一潭死水,NN,-7.0
8489,借酒消愁,NJ,0.0
8490,忧国爱民,PH,5.0
8491,疲劳,NE,0.0
8492,不知所为,NE,-5.0
8493,唉声叹气,NE,-5.0
8494,自贻伊戚,NE,-1.0
8495,迷惘,NE,0.0
8496,百无聊赖,NE,0.0
8497,吃力,NE,0.0
8498,懊糟,NE,-3.0
8499,蹦跶,NE,-1.0
8500,害羞,NG,0.0
8501,羞耻,NG,-5.0
8502,羞赧,NG,0.0
8503,磨不开,NG,0.0
8504,羞羞答答,NG,0.0
8505,愧疚,NH,0.0
8506,错怪,NH,0.0
8507,歉意,NH,0.0
8508,悔罪,NH,0.0
8509,终天之恨,NE,-9.0
8510,慌张,NI,-3.0
8511,焦虑不安,NE,0.0
8512,心乱如麻,NE,0.0
8513,焦虑,NE,0.0
8514,忐忑,NE,0.0
8515,操切,NN,-3.0
8516,惶惶,NI,-7.0
8517,惊惶失措,NI,-5.0
8518,毛躁,NN,-3.0
8519,匆匆,NI,0.0
8520,耗子遇见猫－六神无主,NI,0.0
8521,孙大圣闹天宫－慌了神,NI,0.0
8522,顾左右而言其他,NI,0.0
8523,顾此失彼,NI,-3.0
8524,张皇失措,NI,-7.0
8525,奔窜,NI,-5.0
8526,泄气,NJ,0.0
8527,憾事,NE,-1.0
8528,悲观失望,NJ,-5.0
8529,回天乏术,NJ,-9.0
8530,寸步难行,NE,0.0
8531,败局,NJ,0.0
8532,嫉贤妒能,NN,-1.0
8533,打破醋坛子,NK,-5.0
8534,过敏,NN,-3.0
8535,启人疑窦,NL,-7.0
8536,多疑,NN,-3.0
8537,傲慢,NN,-7.0
8538,保守,NN,-1.0
8539,捕风捉影,NN,-3.0
8540,沉溺,NN,-1.0
8541,出尔反尔,NN,-5.0
8542,物欲,NN,0.0
8543,虎头蛇尾,NN,-5.0
8544,豪杰蜂起,PH,5.0
8545,大法小廉,PH,7.0
8546,国富兵强,PH,5.0
8547,朗朗乾坤,PH,3.0
8548,四海升平,PH,5.0
8549,长夜难明,NN,-7.0
8550,民穷财尽,NN,-5.0
8551,有天无日,NN,-7.0
8552,除患宁乱,PH,3.0
8553,正理平治,PH,3.0
8554,盛名之下，其实难副,NN,-3.0
8555,十年树木，百年树人,PH,7.0
8556,成败论人,NN,-3.0
8557,黄钟毁弃，瓦釜雷鸣,NJ,-5.0
8558,毛遂自荐,PH,1.0
8559,三顾茅庐,PH,1.0
8560,知人善任,PH,5.0
8561,存亡安危,PH,9.0
8562,功力兼人,PH,5.0
8563,经纶济世,PH,7.0
8564,阴谋诡计,NN,-7.0
8565,一琴一鹤,PH,7.0
8566,欺公罔法,NN,-9.0
8567,渎货无厌,NN,-9.0
8568,贪墨败度,NN,-9.0
8569,忧公无私,PH,9.0
8570,徇私舞弊,NN,-7.0
8571,打抱不平,PH,5.0
8572,抑暴扶弱,PH,7.0
8573,扶倾济弱,PH,7.0
8574,墙倒众人推,NN,-7.0
8575,信誓旦旦,PG,7.0
8576,狡兔死，良狗烹,NN,-9.0
8577,布衣疏食,PH,7.0
8578,节用厚生,PH,7.0
8579,轻车简从,PH,3.0
8580,挥金如土,NN,-9.0
8581,铺张扬厉,NN,-7.0
8582,标新立异,PH,
8583,陈言务去,PH,5.0
8584,百事大吉,PA,5.0
8585,万事亨通,PE,7.0
8586,胡思乱想,NN,-1.0
8587,梦中说梦,NN,-3.0
8588,子虚乌有,NN,-5.0
8589,危如丝发,NC,0.0
8590,燕雀处堂,NC,0.0
8591,弘毅宽厚,PH,3.0
8592,石烂海枯,PH,7.0
8593,至死不变,PH,7.0
8594,道古稽今，言远和近,PH,1.0
8595,一孔之见,NN,-5.0
8596,以貌取人,NN,-5.0
8597,大吹法螺,NN,-3.0
8598,张大其事,NN,-3.0
8599,只见树木，不见森林,NN,-5.0
8600,东掩西遮,NN,-3.0
8601,洞幽烛微,PH,7.0
8602,审时度势,PH,7.0
8603,九天九地,PH,7.0
8604,天差地远,NN,0.0
8605,云泥之别,NN,-5.0
8606,必由之路,PG,9.0
8607,一鼓作气,PH,5.0
8608,穷途之哭,NB,-5.0
8609,山崩川竭,NJ,0.0
8610,世殊事异,NB,-3.0
8611,望而却步,NC,-3.0
8612,翻翻覆覆,NN,-3.0
8613,复旧如初,PH,3.0
8614,死灰复燃,NN,-9.0
8615,紧箍咒,ND,0.0
8616,拔本塞源,NN,-3.0
8617,毁于一旦,NJ,-7.0
8618,积劳成疾,NB,0.0
8619,入室弟子,PH,3.0
8620,天下兴亡，匹夫有责,PH,1.0
8621,有凭有据,PG,0.0
8622,阪上走丸,PA,3.0
8623,责无旁贷,PG,0.0
8624,换羽移宫,PH,5.0
8625,百花争艳,PH,3.0
8626,移花接木,NN,-5.0
8627,化险为夷,PE,5.0
8628,英雄气短,NN,-1.0
8629,九牛二虎之力,PH,0.0
8630,直抒己见,PH,1.0
8631,八面玲珑,NN,
8632,宾至如归,PH,1.0
8633,大醇小疵,NJ,-3.0
8634,元龙豪气,PH,3.0
8635,锦上添花,PH,7.0
8636,景星凤凰,PH,
8637,忍辱负重,PH,3.0
8638,屡教不改,NN,-7.0
8639,稀奇古怪,PC,0.0
8640,顽梗不化,NN,-7.0
8641,二八佳人,PH,5.0
8642,厚貌深情,NN,-3.0
8643,先入为主,NN,-1.0
8644,锦瑟年华,PA,3.0
8645,重规叠矩,NN,-3.0
8646,零敲碎打,NN,-3.0
8647,因袭陈规,NN,-3.0
8648,蚍蜉带盆,NN,-5.0
8649,惭凫企鹤,NJ,-3.0
8650,钟鸣漏尽,PF,0.0
8651,反吟伏吟,NB,0.0
8652,郎才女貌,PH,7.0
8653,九世同堂,PH,5.0
8654,清尘浊水,NJ,0.0
8655,捧腹大笑,PA,0.0
8656,名门望族,PH,5.0
8657,洞天福地,PH,5.0
8658,蓬户瓮牖,NN,-3.0
8659,赏同罚异,NN,-7.0
8660,土阶茅屋,NN,-3.0
8661,茶余酒后,PE,0.0
8662,白骨露野,NB,-9.0
8663,断梗飘蓬,NB,-1.0
8664,以暴易暴,NN,-7.0
8665,不胜衣,NN,-1.0
8666,铁树开花,PC,0.0
8667,血流如注,NN,0.0
8668,头疼脑热,NN,0.0
8669,灭门绝户,NN,-9.0
8670,斗酒只鸡,NB,0.0
8671,孤儿寡妇,NB,0.0
8672,孤身只影,NB,0.0
8673,发聋振聩,PH,9.0
8674,北辰星拱,PH,9.0
8675,德深望重,PH,7.0
8676,名重识暗,NN,-7.0
8677,口吻生花,PH,5.0
8678,畅所欲言,PA,5.0
8679,言近旨远,PH,
8680,伶牙俐齿,PH,
8681,临事而惧,NN,-3.0
8682,洞见症结,PH,3.0
8683,海外奇谈,PC,
8684,信口胡言,NN,-3.0
8685,喙长三尺,NN,-5.0
8686,空谈快意,NN,-5.0
8687,虚谈高议,NN,-5.0
8688,刺刺不休,NN,-3.0
8689,数黄道黑,NN,-3.0
8690,不得其死,ND,-3.0
8691,赤口毒舌,ND,-5.0
8692,灵机一动,PH,5.0
8693,临机处置,PH,3.0
8694,设身处地,PH,3.0
8695,记忆犹新,PH,0.0
8696,有闻必录,NN,-3.0
8697,历历可数,PH,0.0
8698,心有灵犀一点通,PG,3.0
8699,暮鼓晨钟,PD,3.0
8700,反躬自问,PH,3.0
8701,退思补过,NH,0.0
8702,坐不窥堂,PH,3.0
8703,不看了了,NN,-3.0
8704,楚囚对泣,NN,-3.0
8705,傍人篱壁,NN,-3.0
8706,居功自持,NN,-5.0
8707,挟势弄权,NN,-5.0
8708,欺世罔俗,NN,-7.0
8709,欺天罔地,NN,-9.0
8710,上梁不正下梁歪,NN,-7.0
8711,坐于涂炭,NN,-3.0
8712,弥天大祸,NC,-7.0
8713,屋漏偏遭连夜雨,NE,-7.0
8714,堆金叠玉,PA,5.0
8715,填阬满谷,PH,0.0
8716,弹丸之地,NN,-3.0
8717,画栋雕梁,PH,5.0
8718,釜中生鱼,NB,-1.0
8719,聊以卒岁,NB,-3.0
8720,卖身投靠,ND,-7.0
8721,攀龙附骥,ND,-5.0
8722,依草附木,NN,-5.0
8723,谗口嗷嗷,NN,-5.0
8724,积毁销骨,NN,-7.0
8725,玄酒瓠腑,NB,0.0
8726,搬口弄舌,ND,-5.0
8727,挑拨离间,ND,-5.0
8728,荒淫无道,NN,-9.0
8729,声色货利,NN,-7.0
8730,爨桂炊玉,NE,-3.0
8731,食玉炊桂,NN,-3.0
8732,杀人灭口,NN,-7.0
8733,杀人越货,ND,-7.0
8734,寅吃卯粮,NE,0.0
8735,动心忍性,PH,7.0
8736,严气正性,PH,5.0
8737,扶东倒西,NN,-5.0
8738,高垒深沟,PH,0.0
8739,一夫当关，万夫莫开,PH,5.0
8740,厉兵秣马,PH,5.0
8741,枕戈寝甲,PH,5.0
8742,兵连祸结,NE,-7.0
8743,烽火连天,NB,-5.0
8744,柔茹寡断,NN,-5.0
8745,打躬作揖,NN,-1.0
8746,俯首帖耳,NN,-3.0
8747,下气怡声,NN,-1.0
8748,恶醉强酒,NN,-5.0
8749,劈两分星,NN,-3.0
8750,后浪推前浪,PH,5.0
8751,漏网之鱼,ND,-5.0
8752,逍遥法外,ND,-5.0
8753,塞翁失马,PE,0.0
8754,撒村骂街,ND,-5.0
8755,耳目一新,PA,3.0
8756,贿赂公行,NN,-5.0
8757,远水不救近火,NE,-5.0
8758,似箭在弦,NI,0.0
8759,错综复杂,NE,0.0
8760,不徐不疾,PH,3.0
8761,差三错四,NN,-5.0
8762,轻重倒置,NN,-5.0
8763,跋前疐后,NE,0.0
8764,焦头烂额,NE,-9.0
8765,浑身解数,NE,0.0
8766,大白于世,PE,0.0
8767,图穷匕见,NN,-3.0
8768,有加无已,NN,-5.0
8769,风云不测,NE,0.0
8770,人命危浅,NB,-5.0
8771,衰多益寡,PH,5.0
8772,衅发萧墙,NN,-7.0
8773,七拼八凑,NN,-3.0
8774,可乘之机,NN,-3.0
8775,怕硬欺软,NN,-5.0
8776,肆言詈辱,NN,-7.0
8777,独霸一方,NN,
8778,藏垢纳污,NN,-7.0
8779,自欺欺人,NN,-5.0
8780,狗头军师,NN,-5.0
8781,吞云吐雾,NN,-3.0
8782,攻守同盟,NN,-5.0
8783,同恶相济,NN,-7.0
8784,放任自流,NN,-5.0
8785,鸢飞鱼跃,PA,3.0
8786,引类呼朋,NN,-5.0
8787,大打出手,NN,-5.0
8788,互相推诿,NN,-5.0
8789,通权达变,PH,3.0
8790,包办代替,NN,-5.0
8791,殚精毕力,PH,7.0
8792,悉索敝赋,PH,5.0
8793,目无法纪,NN,-7.0
8794,金貂换酒,NN,-5.0
8795,春暖花香,PB,5.0
8796,丽日和风,PB,5.0
8797,风清月朗,PB,5.0
8798,雪窖冰天,NC,-7.0
8799,水光山色,PB,5.0
8800,花朝月夕,PB,5.0
8801,云蒸霞蔚,PB,9.0
8802,自始至终,PH,3.0
8803,察察为明,NN,-5.0
8804,杜口木舌,NN,-5.0
8805,不知深浅,NN,-3.0
8806,拿腔做势,ND,-5.0
8807,兼权熟计,PH,3.0
8808,以力服人,NN,-5.0
8809,纬武经文,PH,3.0
8810,执牛耳,PH,3.0
8811,才貌超群,PH,9.0
8812,风云人物,PH,9.0
8813,绝世超伦,PH,9.0
8814,能文能武,PH,5.0
8815,人才出众,PH,5.0
8816,头角峥嵘,PH,9.0
8817,允文允武,PH,7.0
8818,寸指测渊,NN,-3.0
8819,寡见少闻,NN,-3.0
8820,立地书橱,PH,7.0
8821,真才实学,PH,5.0
8822,有眼无珠,NN,-7.0
8823,试金石,PG,7.0
8824,蛟龙得水,PA,9.0
8825,一岁三迁,PA,
8826,兼覆无遗,PH,7.0
8827,一世龙门,PD,7.0
8828,心有余而力不足,NE,-3.0
8829,庞然大物,ND,0.0
8830,乌有先生,ND,-5.0
8831,黔突暖席,NN,-3.0
8832,失之东隅，收之桑榆,PA,3.0
8833,如入无人之境,PH,3.0
8834,生死之交,PH,5.0
8835,雾鬓风鬟,PH,3.0
8836,高足弟子,PD,3.0
8837,才调秀出,PH,5.0
8838,何乐而不为,PE,5.0
8839,不败之地,PG,9.0
8840,胸有成竹,PG,9.0
8841,披露腹心,PH,5.0
8842,凤凰于飞,PH,5.0
8843,车马盈门,PH,5.0
8844,雨后春笋,PH,7.0
8845,功标青史,PH,9.0
8846,书功竹帛,PH,9.0
8847,旰食之劳,PH,7.0
8848,夙夜匪懈,PH,7.0
8849,孜孜不怠,PH,9.0
8850,眼观六路，耳听八方,PH,5.0
8851,相辅而行,PH,5.0
8852,春兰秋菊,PH,3.0
8853,独步天下,PH,9.0
8854,急中生智,PH,3.0
8855,日下无双,PH,9.0
8856,十行俱下,PH,3.0
8857,无所不通,PH,5.0
8858,凡事预则立，不预则废,PH,3.0
8859,兼容并包,PH,7.0
8860,龙章凤姿,PH,7.0
8861,尧趋舜步,PH,9.0
8862,美如冠玉,PH,5.0
8863,相貌堂堂,PH,5.0
8864,风流旖旎,PH,5.0
8865,朱唇皓齿,PH,5.0
8866,以德报德,PH,5.0
8867,面折廷争,PH,5.0
8868,守正不阿,PH,7.0
8869,直道而行,PH,3.0
8870,悃愊无华,PH,3.0
8871,过五关，斩六将,PH,9.0
8872,待时而动,PH,3.0
8873,改步改玉,PH,1.0
8874,清源正本,PH,5.0
8875,旗开得胜,PH,5.0
8876,宽以待人,PH,5.0
8877,万顷之陂,PH,5.0
8878,忘怀得失,PH,5.0
8879,弹无虚发,PH,5.0
8880,偷营劫寨,PH,0.0
8881,置之死地而后生,PH,3.0
8882,横扫千军,PH,7.0
8883,人强马壮,PH,3.0
8884,无敌于天下,PH,7.0
8885,纵横驰骋,PH,5.0
8886,磨穿铁砚,PH,3.0
8887,豁目开襟,PH,3.0
8888,勇猛精进,PH,3.0
8889,金玉良言,PH,5.0
8890,放下屠刀，立地成佛,PH,5.0
8891,洗心革面,PH,5.0
8892,鹰鼻鹞眼,ND,-5.0
8893,阿谀取容,ND,-5.0
8894,妒能害贤,ND,-5.0
8895,怀才之遇,NE,-5.0
8896,鸡皮鹤发,NB,-3.0
8897,交臂失之,NJ,-5.0
8898,道尽途穷,NJ,-7.0
8899,无补于事,NJ,0.0
8900,节节败退,NJ,-5.0
8901,师老民困,NJ,-3.0
8902,人老珠黄,NB,-3.0
8903,行尸走肉,NN,-7.0
8904,不朗不秀,NN,-5.0
8905,驽马恋栈,NN,-5.0
8906,臭肉来蝇,ND,-9.0
8907,同流合污,NN,-7.0
8908,梁上君子,NN,-5.0
8909,死有余僇,ND,-9.0
8910,背道而驰,NN,-3.0
8911,弄假成真,NN,-1.0
8912,以冰致蝇,NN,-5.0
8913,屋下架屋,NN,-3.0
8914,蠢如鹿豕,NN,-5.0
8915,扣盘扪烛,NN,-5.0
8916,谄山傲下,NN,-5.0
8917,罪魁祸首,NN,-9.0
8918,同床异梦,NN,-5.0
8919,鼹腹易盈,NN,-5.0
8920,淆惑视听,NN,-5.0
8921,无的放矢,NN,-3.0
8922,矜功伐善,NN,-7.0
8923,说嘴打嘴,NN,-7.0
8924,自取其咎,NN,-7.0
8925,作茧自缚,NN,-7.0
8926,横生枝节,NN,-3.0
8927,家道中落,NB,0.0
8928,漫天烽火,NB,0.0
8929,惨淡经营,PH,3.0
8930,门可罗雀,NJ,0.0
8931,百无一能,NN,-1.0
8932,遇人不淑,NJ,-3.0
8933,无胫而行,PH,0.0
8934,席不暇暖,PH,0.0
8935,贪小失大,NN,-5.0
8936,断章截句,NN,-3.0
8937,点金成铁,NN,-5.0
8938,佶屈聱牙,NN,-3.0
8939,白头相守,PH,3.0
8940,乘车戴笠,PB,0.0
8941,拳拳盛意,PB,0.0
8942,不期而遇,PC,0.0
8943,高山流水,PH,5.0
8944,玉堂金马,PD,3.0
8945,化干戈为玉帛,PE,0.0
8946,修文偃武,PE,3.0
8947,海内存知己，天涯若比邻,PG,0.0
8948,被发文身,NN,0.0
8949,皓首苍颜,PD,0.0
8950,口服心折,PD,0.0
8951,兄肥弟瘦,PH,3.0
8952,并蒂莲,PH,1.0
8953,一双两好,PH,3.0
8954,问牛知马,PH,0.0
8955,道路相告,PG,0.0
8956,应接不暇,NE,0.0
8957,崇本抑末,NN,0.0
8958,是非分明,PH,3.0
8959,远交近攻,PH,0.0
8960,班师得胜,PH,0.0
8961,过目不忘,PH,3.0
8962,温故知新,PH,0.0
8963,沉郁顿挫,PH,0.0
8964,好语似珠,PH,1.0
8965,一片至诚,PH,5.0
8966,人前背后,NN,-7.0
8967,从容就义,PH,7.0
8968,慷慨赴义,PH,7.0
8969,勇猛直前,PH,7.0
8970,黄花晚节,PH,7.0
8971,忠肝义胆,PH,9.0
8972,承欢膝下,PH,5.0
8973,卑礼厚币,PH,5.0
8974,敬贤爱士,PD,7.0
8975,香花供养,PD,9.0
8976,不以人废言,PH,5.0
8977,有则改之，无则加勉,PD,3.0
8978,自作聪明,NN,-3.0
8979,刍荛之见,NN,0.0
8980,管见所及,NN,-5.0
8981,逊志时敏,PH,5.0
8982,傲视轻物,NN,-5.0
8983,好自矜夸,NN,-5.0
8984,目无下尘,NN,-5.0
8985,朋党之争,NN,-5.0
8986,争名于朝，夺利于世,NN,-7.0
8987,狼吞虎咽,NN,-3.0
8988,贪求无厌,NN,-7.0
8989,蛊惑人心,NN,-5.0
8990,顶了,PB,7.0
8991,FT,PC,0.0
8992,啥也不说了,NJ,-7.0
8993,抓狂,NI,0.0
8994,稀饭,PB,5.0
8995,超赞,PH,9.0
8996,_ass,NN,-5.0
8997,臭嘴,NN,-3.0
8998,糗大了,NE,0.0
8999,狂顶,NE,0.0
9000,烂人,NN,-3.0
9001,Happy,PA,5.0
9002,RY,NN,-7.0
9003,蛋白质,NN,-5.0
9004,leecher,NN,-5.0
9005,牛x,PH,7.0
9006,kaka,PA,3.0
9007,我吐,ND,-5.0
9008,好高务远,NN,-7.0
9009,荒谬,NN,-5.0
9010,看风使舵,NN,-5.0
9011,大杂烩,NN,-1.0
9012,兜售,NN,-1.0
9013,刚愎自用,NN,-7.0
9014,夸夸其谈,NN,-3.0
